home_zone_id,alt_dest,prob,pick_count
46,156,0.5,1
46,5779,0.5,1
64,224,0.3333333333333333,1
64,6749,0.3333333333333333,1
64,7732,0.3333333333333333,1
99,190,1.0,1
113,25,0.3333333333333333,1
113,6773,0.3333333333333333,1
113,7485,0.3333333333333333,1
136,164,0.3333333333333333,1
136,190,0.3333333333333333,1
136,451,0.3333333333333333,1
155,156,0.3333333333333333,1
155,2341,0.6666666666666666,2
174,7619,0.5,1
174,7652,0.5,1
208,5300,1.0,1
219,2353,1.0,1
288,25,1.0,1
377,611,1.0,1
441,146,1.0,1
466,783,0.5,1
466,793,0.5,1
472,164,1.0,1
579,156,0.3333333333333333,1
579,1018,0.3333333333333333,1
579,2333,0.3333333333333333,1
580,185,0.3333333333333333,1
580,581,0.3333333333333333,1
580,6925,0.3333333333333333,1
605,146,1.0,1
625,451,1.0,1
642,6762,1.0,1
655,2540,1.0,1
675,2379,1.0,1
715,190,0.2,1
715,344,0.2,1
715,456,0.2,1
715,1045,0.2,1
715,2174,0.2,1
790,164,1.0,1
813,190,0.5,1
813,1762,0.5,1
815,929,1.0,1
850,907,0.5,1
850,7629,0.5,1
885,254,1.0,1
906,315,0.16666666666666666,1
906,451,0.16666666666666666,1
906,664,0.16666666666666666,1
906,857,0.16666666666666666,1
906,907,0.16666666666666666,1
906,934,0.16666666666666666,1
918,156,0.3333333333333333,1
918,164,0.3333333333333333,1
918,175,0.3333333333333333,1
943,146,0.14285714285714285,1
943,974,0.14285714285714285,1
943,1931,0.14285714285714285,1
943,2731,0.14285714285714285,1
943,2826,0.14285714285714285,1
943,4415,0.14285714285714285,1
943,7451,0.14285714285714285,1
1034,188,0.25,1
1034,254,0.25,1
1034,2728,0.25,1
1034,3184,0.25,1
1049,7494,1.0,1
1079,7610,1.0,1
1370,25,1.0,1
1394,1762,0.5,1
1394,6819,0.5,1
1406,156,0.5,1
1406,2505,0.5,1
1431,156,0.3333333333333333,1
1431,224,0.3333333333333333,1
1431,1232,0.3333333333333333,1
1436,1379,0.5,1
1436,7480,0.5,1
1503,816,1.0,1
1595,468,0.3333333333333333,1
1595,1483,0.3333333333333333,1
1595,6862,0.3333333333333333,1
1768,190,1.0,1
1878,1697,1.0,1
1945,1851,1.0,1
1951,2540,1.0,1
2006,793,0.3333333333333333,1
2006,2540,0.3333333333333333,1
2006,7534,0.3333333333333333,1
2091,4603,0.5,1
2091,7442,0.5,1
2156,2353,1.0,1
2182,2458,0.5,1
2182,3024,0.5,1
2389,2353,1.0,1
2416,190,0.5,1
2416,5987,0.5,1
2420,2353,1.0,1
2429,2421,0.5,1
2429,5666,0.5,1
2508,2601,0.3333333333333333,1
2508,4603,0.3333333333333333,1
2508,6812,0.3333333333333333,1
2528,1018,1.0,1
2589,2607,1.0,1
2731,3447,1.0,1
2839,3024,0.5,1
2839,7294,0.5,1
2895,1762,1.0,1
3008,2984,1.0,1
3034,2911,0.5,1
3034,3031,0.5,1
3097,188,1.0,1
3102,1819,1.0,1
3189,6640,1.0,1
3195,3282,1.0,1
3221,581,0.5,1
3221,2984,0.5,1
3352,5190,1.0,1
3413,3401,1.0,1
3435,4057,1.0,1
3451,6295,1.0,1
3471,3447,1.0,1
3535,3540,1.0,1
3552,6506,1.0,1
3675,3429,0.5,1
3675,5779,0.5,1
3676,3508,0.5,1
3676,7372,0.5,1
3845,3818,1.0,1
4129,4057,0.5,1
4129,4095,0.5,1
4147,969,0.5,1
4147,4135,0.5,1
4234,5003,1.0,1
4330,5359,1.0,1
4350,4634,1.0,1
4360,5300,0.5,1
4360,5359,0.5,1
4381,3479,1.0,1
4459,4570,0.5,1
4459,6812,0.5,1
4502,5300,1.0,1
4551,4603,0.5,1
4551,5666,0.5,1
